Station_Name,Latitude,Longitude,Number of Bikes,Empty Slots,ll,name,category,latitude,longitude,distance,bike_location,rating,popularity,price,review_count
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",The Rio Bar,Bar,30.270169,-97.749205,123.0,"30.27041,-97.75046",,,,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",J. Carver's,Steakhouse,30.269527,-97.749468,128.0,"30.27041,-97.75046",,0.9580217606330366,4.0,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Powder Room,Restaurant,30.270074,-97.749178,128.0,"30.27041,-97.75046",,,,
6th/West,30.27041,-97.75046,4,9,"30.27041,-97.75046",Hoffbrau Steak,Steakhouse,30.269684,-97.749377,142.0,"30.27041,-97.75046",5.4,0.8799525222551928,4.0,
11th/Congress @ The Texas Capitol,30.2726,-97.74127,3,3,"30.2726,-97.74127",Quattro Gatti Ristorante e Pizzeria,Italian,30.271351,-97.742053,157.93148379405434,"30.2726,-97.74127",7.0,,3.3,433.0
11th/Congress @ The Texas Capitol,30.2726,-97.74127,3,3,"30.2726,-97.74127",Quiznos,Sandwiches,30.27173,-97.74172,108.05117496507724,"30.2726,-97.74127",6.0,,1.7,25.0
One Texas Center,30.25759,-97.74898,1,12,"30.25759,-97.74898",Ego's,Dive Bars,30.25628,-97.74761,186.40604448454403,"30.25759,-97.74898",6.0,,3.3,292.0
One Texas Center,30.25759,-97.74898,1,12,"30.25759,-97.74898",Extended Stay America,Hotels,30.256941,-97.750076,130.96583050679328,"30.25759,-97.74898",4.0,,3.3,57.0
One Texas Center,30.25759,-97.74898,1,12,"30.25759,-97.74898",Extended Stay America - Austin - Downtown - Town Lake,Hotels,30.2569408416748,-97.7500762939453,130.97573285066795,"30.25759,-97.74898",4.0,,3.3,40.0
28th/Rio Grande,30.29312,-97.74412,0,10,"30.29312,-97.74412",Les Bobos Crepes,Creperies,30.292411566467,-97.7440443470244,79.10830001740167,"30.29312,-97.74412",9.0,,,69.0
22nd/Pearl,30.2854,-97.74673,0,11,"30.2854,-97.74673",Raku Sushi and Asian Bistro,Sushi Bars,30.28669,-97.74515,163.9952090192788,"30.2854,-97.74673",7.0,,3.3,254.0
South Congress @ Bouldin Creek,30.25495,-97.74755,4,7,"30.25495,-97.74755",Prim and Proper,Cocktail Bars,30.25422464498844,-97.74761894020668,80.9270645971565,"30.25495,-97.74755",9.0,,3.3,37.0
South Congress @ Bouldin Creek,30.25495,-97.74755,4,7,"30.25495,-97.74755",Freebirds World Burrito,Mexican,30.25599449026257,-97.74691095991123,131.36328983447814,"30.25495,-97.74755",7.0,,1.7,229.0
South Congress/Mary,30.24496,-97.75127,4,7,"30.24496,-97.75127",Jade Room,Bars,30.243746,-97.752289,171.13009314845365,"30.24496,-97.75127",7.0,,3.3,8.0
South Congress/Mary,30.24496,-97.75127,4,7,"30.24496,-97.75127",Magnolia Cafe South,Breakfast & Brunch,30.2446738918801,-97.7519036373102,68.67939537638786,"30.24496,-97.75127",7.0,,3.3,1771.0
South Congress/Mary,30.24496,-97.75127,4,7,"30.24496,-97.75127",June's,Breakfast & Brunch,30.2463083255216,-97.7511458576444,150.4002859148229,"30.24496,-97.75127",8.0,,5,430.0
South Congress/Mary,30.24496,-97.75127,4,7,"30.24496,-97.75127",Torchy's Tacos,Tacos,30.24540581007827,-97.7516235643808,60.09027711157324,"30.24496,-97.75127",8.0,,3.3,968.0
South Congress/Mary,30.24496,-97.75127,4,7,"30.24496,-97.75127",Big Vinny's BBQ,Barbeque,30.2459408,-97.7514741,110.80808032691353,"30.24496,-97.75127",9.0,,3.3,120.0
South Congress/Mary,30.24496,-97.75127,4,7,"30.24496,-97.75127",C-Boys Heart & Soul,Dive Bars,30.243746,-97.752289,171.13009314845365,"30.24496,-97.75127",7.0,,1.7,102.0
South Congress/Mary,30.24496,-97.75127,4,7,"30.24496,-97.75127",The Salty Donut,Donuts,30.24419,-97.75207,119.87271683619272,"30.24496,-97.75127",9.0,,,239.0
4th/Guadalupe @ Republic Square,30.26727,-97.74718,6,9,"30.26727,-97.74718",Group Therapy,Bars,30.267223,-97.746064,107.30480540482311,"30.26727,-97.74718",7.0,,,101.0
4th/Guadalupe @ Republic Square,30.26727,-97.74718,6,9,"30.26727,-97.74718",The Roosevelt Room,Cocktail Bars,30.2677,-97.74627,95.1829694038379,"30.26727,-97.74718",9.0,,5,673.0
4th/Guadalupe @ Republic Square,30.26727,-97.74718,6,9,"30.26727,-97.74718",DeSano Pizzeria Napoletana,Pizza,30.26629005721868,-97.7459750033982,158.95139522063195,"30.26727,-97.74718",9.0,,3.3,298.0
4th/Guadalupe @ Republic Square,30.26727,-97.74718,6,9,"30.26727,-97.74718",Rain on 4th,Gay Bars,30.266515,-97.745681,164.8289642561273,"30.26727,-97.74718",7.0,,3.3,205.0
4th/Guadalupe @ Republic Square,30.26727,-97.74718,6,9,"30.26727,-97.74718",Perfect Strangers,Cocktail Bars,30.26724,-97.74605,107.30480540482311,"30.26727,-97.74718",5.0,,,8.0
4th/Guadalupe @ Republic Square,30.26727,-97.74718,6,9,"30.26727,-97.74718",Halcyon,Coffee & Tea,30.2669600634204,-97.7457208584112,144.3076461882886,"30.26727,-97.74718",7.0,,3.3,886.0
4th/Guadalupe @ Republic Square,30.26727,-97.74718,6,9,"30.26727,-97.74718",The Belmont,Music Venues,30.268566,-97.745682,203.83006981045048,"30.26727,-97.74718",7.0,,3.3,90.0
4th/Guadalupe @ Republic Square,30.26727,-97.74718,6,9,"30.26727,-97.74718",Bob's Steak & Chop House - Austin Downtown,Steakhouses,30.2660236358643,-97.7460403442383,176.59633346774754,"30.26727,-97.74718",8.0,,5,480.0
4th/Guadalupe @ Republic Square,30.26727,-97.74718,6,9,"30.26727,-97.74718",Guild City Center,Hotels,30.2661798,-97.7480738,148.53834286476706,"30.26727,-97.74718",8.0,,3.3,38.0
8th/Lavaca,30.27048,-97.74467,2,7,"30.27048,-97.74467",Perry's Steakhouse & Grille - Downtown Austin,Steakhouses,30.26942365826463,-97.74352690000002,160.77245832589202,"30.27048,-97.74467",8.0,,5,1388.0
8th/Lavaca,30.27048,-97.74467,2,7,"30.27048,-97.74467",Capital Metro,Public Transportation,30.2713915350908,-97.7440630452746,116.92275059308314,"30.27048,-97.74467",4.0,,,119.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",Upstairs Circus,Arts & Entertainment,30.26499,-97.74582,99.13173030549768,"30.26476,-97.74678",9.0,,,68.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",Living Room Lounge - W Hotel Austin,Lounges,30.26535,-97.74671,72.44453732099275,"30.26476,-97.74678",7.0,,5,102.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",Lamberts Downtown Barbecue,Barbeque,30.26523508258721,-97.74790507437532,120.27372987807118,"30.26476,-97.74678",8.0,,3.3,1940.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",The Secret Bar,Bars,30.26535,-97.74671,72.44453732099275,"30.26476,-97.74678",7.0,,5,10.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",III Forks,Steakhouses,30.26435,-97.74676,49.13880990814657,"30.26476,-97.74678",8.0,,$$$$,580.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",CRÚ Food & Wine Bar,Wine Bars,30.26502,-97.74594,87.99544224726137,"30.26476,-97.74678",7.0,,3.3,330.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",Taverna,Italian,30.26513,-97.74633,60.71067426634771,"30.26476,-97.74678",7.0,,3.3,1096.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",ACL Live at The Moody Theater,Music Venues,30.26526,-97.74699157685392,59.19426782705392,"30.26476,-97.74678",8.0,,3.3,287.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",TRACE Restaurant,American (New),30.2651558,-97.7466468,45.83237170589289,"30.26476,-97.74678",7.0,,3.3,498.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",W Austin,Hotels,30.2654658016233,-97.7467220595245,78.67849689906548,"30.26476,-97.74678",7.0,,5,381.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",The Well,Juice Bars & Smoothies,30.26572724592621,-97.74833726013874,184.21494933085756,"30.26476,-97.74678",8.0,,,214.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",La Condesa,Mexican,30.2656391,-97.7477811,137.10998873440326,"30.26476,-97.74678",7.0,,5,1502.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",BarChi Sushi,Sushi Bars,30.265278,-97.7454714,138.2474596591852,"30.26476,-97.74678",7.0,,3.3,802.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",Violet Crown Cinema,Cinema,30.26554,-97.74806,171.77164554147635,"30.26476,-97.74678",8.0,,1.7,419.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",Yummi Joy,Candy Stores,30.265287774939136,-97.74811937055256,141.3869923794433,"30.26476,-97.74678",9.0,,1.7,58.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",3TEN Austin City Limits Live,Venues & Event Spaces,30.26534,-97.74708,103.56133413759116,"30.26476,-97.74678",7.0,,3.3,27.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",sweetgreen,Vegetarian,30.264954,-97.7456859,107.26825004615472,"30.26476,-97.74678",8.0,,,18.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",Bob's Steak & Chop House - Austin Downtown,Steakhouses,30.2660236358643,-97.7460403442383,157.4454471652508,"30.26476,-97.74678",8.0,,5,480.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",Jo's Coffee Downtown,Coffee & Tea,30.26505,-97.74606,74.66162546716234,"30.26476,-97.74678",7.0,,1.7,589.0
2nd/Lavaca @ City Hall,30.26476,-97.74678,6,12,"30.26476,-97.74678",Royal Blue Grocery,Grocery,30.265616,-97.7459139,126.40644419906003,"30.26476,-97.74678",8.0,,3.3,115.0
Lake Austin/Enfield,30.29439,-97.78375,2,11,"30.29439,-97.78375",Hula Hut,Tex-Mex,30.2947120806306,-97.7843958519819,71.60780813391861,"30.29439,-97.78375",7.0,,3.3,1945.0
Lake Austin/Enfield,30.29439,-97.78375,2,11,"30.29439,-97.78375",Abel's On the Lake,Breakfast & Brunch,30.295229057958775,-97.78420730673362,103.1136638510066,"30.29439,-97.78375",5.0,,3.3,673.0
Lake Austin/Enfield,30.29439,-97.78375,2,11,"30.29439,-97.78375",Lake Austin Riverboats,Boat Charters,30.2940049,-97.784154,57.77702560814282,"30.29439,-97.78375",9.0,,,27.0
Lake Austin/Enfield,30.29439,-97.78375,2,11,"30.29439,-97.78375",Mozart's Coffee Roasters,Coffee & Tea,30.2955449740542,-97.7841031551361,132.82759331049112,"30.29439,-97.78375",8.0,,3.3,1768.0
Lake Austin Blvd/Deep Eddy,30.27807,-97.77272,6,5,"30.27807,-97.77272",Pool Burger,Tiki Bars,30.2778,-97.7725899,30.71811563383778,"30.27807,-97.77272",7.0,,3.3,158.0
Lake Austin Blvd/Deep Eddy,30.27807,-97.77272,6,5,"30.27807,-97.77272",68 Degrees Kitchen,Italian,30.27786,-97.7729,30.066667103700865,"30.27807,-97.77272",7.0,,3.3,149.0
Lake Austin Blvd/Deep Eddy,30.27807,-97.77272,6,5,"30.27807,-97.77272",Tumble 22,American (Traditional),30.27792537649408,-97.77173683047296,95.77027735860186,"30.27807,-97.77272",8.0,,3.3,227.0
Lake Austin Blvd/Deep Eddy,30.27807,-97.77272,6,5,"30.27807,-97.77272",JuiceLand,Juice Bars & Smoothies,30.277522,-97.772221,77.51851533442482,"30.27807,-97.77272",8.0,,3.3,140.0
Red River/Cesar Chavez @ The Fairmont,30.26211,-97.73875,2,11,"30.26211,-97.73875",Fulton,Bars,30.26198,-97.73862,52.79061958979816,"30.26211,-97.73875",8.0,,,32.0
Red River/Cesar Chavez @ The Fairmont,30.26211,-97.73875,2,11,"30.26211,-97.73875",Garrison,American (New),30.262063,-97.738145,52.79061958979816,"30.26211,-97.73875",9.0,,,232.0
Red River/Cesar Chavez @ The Fairmont,30.26211,-97.73875,2,11,"30.26211,-97.73875",Iron Works Barbecue,Barbeque,30.2622132062534,-97.7389470883606,22.135886419502917,"30.26211,-97.73875",7.0,,3.3,1222.0
Red River/Cesar Chavez @ The Fairmont,30.26211,-97.73875,2,11,"30.26211,-97.73875",Fairmont Austin,Hotels,30.26198,-97.73862,52.79061958979816,"30.26211,-97.73875",8.0,,5,524.0
Red River/Cesar Chavez @ The Fairmont,30.26211,-97.73875,2,11,"30.26211,-97.73875",REVUE,Italian,30.26198,-97.73862,52.79061958979816,"30.26211,-97.73875",8.0,,3.3,129.0
Red River/Cesar Chavez @ The Fairmont,30.26211,-97.73875,2,11,"30.26211,-97.73875",Via 313 Pizza,Pizza,30.26081,-97.73821,153.57546533415382,"30.26211,-97.73875",9.0,,3.3,468.0
Red River/Cesar Chavez @ The Fairmont,30.26211,-97.73875,2,11,"30.26211,-97.73875",Placeholder,Tiki Bars,30.26094239837482,-97.73819686374244,140.2796693175248,"30.26211,-97.73875",6.0,,,11.0
Red River/Cesar Chavez @ The Fairmont,30.26211,-97.73875,2,11,"30.26211,-97.73875",Rules & Regs,American (New),30.26198,-97.73862,52.79061958979816,"30.26211,-97.73875",8.0,,,42.0
Red River/Cesar Chavez @ The Fairmont,30.26211,-97.73875,2,11,"30.26211,-97.73875",Stony's Pizza,Pizza,30.26095948970456,-97.7378805544921,152.7716826020115,"30.26211,-97.73875",8.0,,1.7,156.0
Red River/Cesar Chavez @ The Fairmont,30.26211,-97.73875,2,11,"30.26211,-97.73875",Downtown Burgers,Burgers,30.262041683395715,-97.73999463814872,119.77892770356311,"30.26211,-97.73875",8.0,,1.7,64.0
Red River/Cesar Chavez @ The Fairmont,30.26211,-97.73875,2,11,"30.26211,-97.73875",IHOP,American (Traditional),30.26103,-97.73732,182.43977179014828,"30.26211,-97.73875",4.0,,1.7,229.0
South Congress/Barton Springs @ The Austin American-Statesman,30.25872,-97.74614,2,11,"30.25872,-97.74614",Soco Bar & Bites,Cocktail Bars,30.25849,-97.74729,73.29420974760416,"30.25872,-97.74614",8.0,,3.3,16.0
South Congress/Barton Springs @ The Austin American-Statesman,30.25872,-97.74614,2,11,"30.25872,-97.74614",Copper Restaurant & Bar,American (Traditional),30.25849,-97.74729,73.29420974760416,"30.25872,-97.74614",5.0,,3.3,11.0
South Congress/Barton Springs @ The Austin American-Statesman,30.25872,-97.74614,2,11,"30.25872,-97.74614",Embassy Suites by Hilton Austin Downtown South Congress,Hotels,30.2587299,-97.7466501,49.00516911142245,"30.25872,-97.74614",6.0,,3.3,189.0
Sterzing/Barton Springs,30.26406,-97.76385,3,7,"30.26406,-97.76385",Boteco,Food Trucks,30.263624,-97.763001,114.46834871910156,"30.26406,-97.76385",9.0,,3.3,440.0
Sterzing/Barton Springs,30.26406,-97.76385,3,7,"30.26406,-97.76385",Chuy's,Tex-Mex,30.263803,-97.763323,58.12360611768655,"30.26406,-97.76385",8.0,,3.3,1146.0
Sterzing/Barton Springs,30.26406,-97.76385,3,7,"30.26406,-97.76385",The Mighty Cone,American (Traditional),30.263598515137577,-97.76299843248756,96.55040652695104,"30.26406,-97.76385",7.0,,1.7,503.0
Sterzing/Barton Springs,30.26406,-97.76385,3,7,"30.26406,-97.76385",Baby Acapulco,Mexican,30.26306,-97.76237,178.55411491287217,"30.26406,-97.76385",7.0,,3.3,631.0
Sterzing/Barton Springs,30.26406,-97.76385,3,7,"30.26406,-97.76385",Barton Springs Bike Rental & Tours,Bike Rentals,30.262926,-97.762963,152.169431669052,"30.26406,-97.76385",10.0,,3.3,309.0
Sterzing/Barton Springs,30.26406,-97.76385,3,7,"30.26406,-97.76385",Coat & Thai,Thai,30.263729,-97.762849,114.46834871910156,"30.26406,-97.76385",8.0,,3.3,303.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",Higher Ground,Tapas/Small Plates,30.26978,-97.7424,26.132444590879427,"30.26978,-97.74224",8.0,,,129.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",Upstairs at Caroline,Cocktail Bars,30.26873,-97.74217,104.41523672991586,"30.26978,-97.74224",9.0,,3.3,462.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",Roaring Fork,American (Traditional),30.2691239366193,-97.74220162455124,73.04386983230174,"30.26978,-97.74224",8.0,,5,1245.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",Small Victory,Cocktail Bars,30.2689112,-97.7416833,110.41282773004228,"30.26978,-97.74224",9.0,,3.3,149.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",Stephen F's Bar and Terrace,Bars,30.2691040039062,-97.7419586181641,84.2098708801447,"30.26978,-97.74224",8.0,,3.3,65.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",Here Nor There,Cocktail Bars,30.26847,-97.74139,155.3046401394163,"30.26978,-97.74224",9.0,,3.3,217.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",The Driskill Bar,Lounges,30.26855810829781,-97.74163316149262,147.83920067050784,"30.26978,-97.74224",8.0,,3.3,430.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",Caroline,Bakeries,30.26873,-97.74217,104.41523672991586,"30.26978,-97.74224",9.0,,3.3,1141.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",The Driskill Grill,American (New),30.2686613206705,-97.7417146061516,134.23502596737475,"30.26978,-97.74224",8.0,,$$$$,225.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",Perry's Steakhouse & Grille - Downtown Austin,Steakhouses,30.26942365826463,-97.74352690000002,129.7837335948713,"30.26978,-97.74224",8.0,,5,1388.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",Chi'Lantro,Korean,30.27007,-97.74187,99.15039059466928,"30.26978,-97.74224",8.0,,1.7,740.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",Paramount Theatre For the Performing Arts,Performing Arts,30.26945,-97.742127,38.26532482923157,"30.26978,-97.74224",8.0,,,228.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",Aloft Austin Downtown,Hotels,30.26868,-97.742175,122.47346714560912,"30.26978,-97.74224",7.0,,3.3,146.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",Element Austin Downtown,Hotels,30.26872,-97.74208,125.22915469885554,"30.26978,-97.74224",8.0,,3.3,83.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",The Austin Club,American (Traditional),30.270942,-97.7408389,186.546011752847,"30.26978,-97.74224",9.0,,5,29.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",The Coffeehouse at Caroline,Coffee & Tea,30.26878114458256,-97.74234076871808,111.48832903141962,"30.26978,-97.74224",9.0,,,18.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",The Hideout Coffeehouse,Coffee & Tea,30.26856,-97.74215,131.15287113305132,"30.26978,-97.74224",8.0,,1.7,357.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",The Hideout Theatre,Performing Arts,30.2685699462891,-97.7421493530273,131.15287113305132,"30.26978,-97.74224",9.0,,1.7,125.0
8th/Congress,30.26978,-97.74224,2,9,"30.26978,-97.74224",7-Eleven,Convenience Stores,30.2705487475455,-97.7416310085983,103.57287820789335,"30.26978,-97.74224",5.0,,1.7,3.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Speakeasy,Speakeasies,30.266847,-97.743725,56.622674478117446,"30.26634,-97.74378",7.0,,3.3,294.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Red Ash,Italian,30.26588,-97.744672,100.29188528803384,"30.26634,-97.74378",9.0,,5,1119.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Swift's Attic,American (New),30.26563,-97.74337,106.05343237959544,"30.26634,-97.74378",8.0,,5,1147.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Mort Subite,Pubs,30.265719,-97.7439904,71.94773300380321,"30.26634,-97.74378",9.0,,3.3,124.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Shiner's Saloon,Bars,30.267053604126,-97.743537902832,80.22208473843129,"30.26634,-97.74378",8.0,,3.3,215.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Hen House,Cocktail Bars,30.2662488,-97.7445914,78.58238889345903,"30.26634,-97.74378",8.0,,,32.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Elephant Room,Jazz & Blues,30.26563,-97.74337,106.05343238038024,"30.26634,-97.74378",8.0,,3.3,479.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",The Capital Grille,Steakhouses,30.266178457163317,-97.74446276950118,67.98774394986337,"30.26634,-97.74378",9.0,,5,390.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Fourth & CO,Chicken Wings,30.26699,-97.74524,158.64691387361245,"30.26634,-97.74378",8.0,,,50.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Péché,Lounges,30.26699,-97.74524,158.64691387361245,"30.26634,-97.74378",8.0,,3.3,1310.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Out of Nowhere ATX,Food Trucks,30.26569,-97.74394,72.53806439931805,"30.26634,-97.74378",10.0,,,15.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Comedor,Mexican,30.267721,-97.744204,154.69619620628953,"30.26634,-97.74378",8.0,,5,381.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",RA Sushi Bar Restaurant,Sushi Bars,30.26633,-97.74464,78.58238889345903,"30.26634,-97.74378",6.0,,3.3,702.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Parker Jazz Club,Jazz & Blues,30.26633,-97.74464,78.58238889467064,"30.26634,-97.74378",9.0,,3.3,148.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Sushi Junai Omakase,Japanese,30.265615,-97.743268,106.05343237959544,"30.26634,-97.74378",9.0,,,253.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Coconut Club,Bars,30.26611,-97.74516,135.78867061007378,"30.26634,-97.74378",6.0,,5,49.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Tacodeli,Tacos,30.265390291549227,-97.74346584218785,109.82815036604327,"30.26634,-97.74378",8.0,,1.7,138.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Newk's Eatery,Pizza,30.2666386,-97.7436592,35.17123515769538,"30.26634,-97.74378",7.0,,1.7,51.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",Truluck's Ocean's Finest Seafood & Crab,Seafood,30.26683,-97.74502,130.2189527789531,"30.26634,-97.74378",9.0,,5,994.0
4th/Congress,30.26634,-97.74378,9,4,"30.26634,-97.74378",OneTaco,Tacos,30.265992,-97.742265,149.48143913305802,"30.26634,-97.74378",9.0,,,49.0
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Edge Rooftop,Lounges,30.2643864129296,-97.7436428743045,35.219726525525566,"30.26408,-97.74355",9.0,,3.3,128.0
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Corner Restaurant,American (Traditional),30.264563,-97.743205,64.24397977949901,"30.26408,-97.74355",8.0,,3.3,755.0
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Dean's Italian Steakhouse,Steakhouses,30.26438,-97.7434,64.24397977949901,"30.26408,-97.74355",9.0,,,98.0
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Cooper's Old Time Pit Bar-B-Que,Barbeque,30.26489,-97.74361,95.982566138245,"30.26408,-97.74355",8.0,,3.3,1756.0
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Foxy's Proper Pub,Irish,30.264078,-97.742585,92.91046089211056,"30.26408,-97.74355",8.0,,,58.0
2nd/Congress,30.26408,-97.74355,5,8,"30.26408,-97.74355",Fogo De Chao - Austin,Brazilian,30.264824,-97.744512,124.01635819314475,"30.26408,-97.74355",8.0,,5,1033.0
